0.000000e+00 1.865100e+00
5.000000e-02 1.771380e+00
1.000000e-01 1.740403e+00
1.500000e-01 1.751129e+00
2.000000e-01 1.794235e+00
2.500000e-01 1.881119e+00
3.000000e-01 2.053173e+00
3.500000e-01 2.379851e+00
4.000000e-01 2.903026e+00
4.500000e-01 3.437072e+00
5.000000e-01 3.450907e+00
5.500000e-01 3.246905e+00
6.000000e-01 3.256059e+00
6.500000e-01 3.407638e+00
7.000000e-01 3.523440e+00
7.500000e-01 3.261412e+00
8.000000e-01 2.850803e+00
8.500000e-01 2.775711e+00
9.000000e-01 2.272290e+00
9.500000e-01 3.700309e+00
1.000000e+00 2.686390e+00
1.050000e+00 2.287777e+00
1.100000e+00 3.474565e+00
1.150000e+00 3.227839e+00
1.200000e+00 2.616983e+00
1.250000e+00 2.245939e+00
1.300000e+00 1.217763e+00
1.350000e+00 1.443472e+00
1.400000e+00 2.127063e+00
1.450000e+00 3.282470e+00
1.500000e+00 2.336245e+00
1.550000e+00 2.263844e+00
1.600000e+00 2.215670e+00
1.650000e+00 2.116080e+00
1.700000e+00 2.007524e+00
1.750000e+00 2.466786e+00
1.800000e+00 1.583652e+00
1.850000e+00 1.369546e+00
1.900000e+00 1.250687e+00
1.950000e+00 1.952468e+00
2.000000e+00 2.002313e+00
2.050000e+00 1.061043e+00
2.100000e+00 1.020890e+00
2.150000e+00 6.848204e-01
2.200000e+00 1.478588e+00
2.250000e+00 1.068423e+00
2.300000e+00 1.505080e+00
2.350000e+00 3.316669e-01
2.400000e+00 1.736610e-01
2.450000e+00 5.140084e-02
2.500000e+00 2.900965e-01
2.550000e+00 3.620423e-01
2.600000e+00 1.601197e-01
2.650000e+00 2.695871e-02
2.700000e+00 1.055196e+00
2.750000e+00 5.228111e-01
2.800000e+00 3.976581e-01
2.850000e+00 1.388224e-01
2.900000e+00 2.865111e-01
2.950000e+00 9.298695e-01
3.000000e+00 5.096840e-01
3.050000e+00 4.489838e-01
3.100000e+00 8.545120e-01
3.150000e+00 7.296675e-02
3.200000e+00 1.083308e-01
3.250000e+00 1.004493e-01
3.300000e+00 1.348329e-01
3.350000e+00 6.027728e-01
3.400000e+00 1.061986e-01
3.450000e+00 7.390575e-03
3.500000e+00 1.126085e-01
3.550000e+00 8.286195e-01
3.600000e+00 2.119917e-01
3.650000e+00 9.632504e-02
3.700000e+00 2.028657e-02
3.750000e+00 4.076649e-02
3.800000e+00 5.613541e-03
3.850000e+00 1.205403e+00
3.900000e+00 4.858762e-02
3.950000e+00 9.056011e-03
4.000000e+00 2.860579e-02
4.050000e+00 3.718913e-01
4.100000e+00 7.658428e-02
4.150000e+00 1.261253e-02
4.200000e+00 5.297042e-02
4.250000e+00 9.916508e-03
4.300000e+00 2.265304e-03
4.350000e+00 2.556310e-01
4.400000e+00 3.038359e-02
4.450000e+00 1.679317e-03
4.500000e+00 1.393192e-04
4.550000e+00 2.454458e-04
4.600000e+00 2.300840e-02
4.650000e+00 6.513763e-04
4.700000e+00 1.321430e-03
4.750000e+00 4.631007e-02
4.800000e+00 1.089178e-01
4.850000e+00 7.386232e-03
4.900000e+00 2.079608e-03
4.950000e+00 2.690708e-02
