#m    alpha    beta    gamma    den_form   den_max
0     1.0000000000000000     1.0000000000000000     0.00011216493366444480     0.551382925030194     0.4703805975268057
1     1.1897578104040998     0.8927954006433731     0.00014083708429425972     0.5451013683586098    0.5521640775634141
2     1.2151419921487991     0.9054600250145176     0.00014481242379140660     0.5521253364902787    0.5644165990130956
3     1.2796459252872280     0.8605180746204681     0.00012242333999607424     0.5460334737620681    0.5714081720214846
4     2.215524862095663      0.6039010503184293     0.00017846811070987530     0.5433122605928539    0.5433122605928539

