#m    alpha    beta    gamma    den_form   den_max
0     1.0000000000000000     1.0000000000000000     0.00031451326071468914     0.5513252526783032    0.37305472314400795
1     1.5222502670249414     0.8101300019839814     0.00117815950652776980     0.5572809335962372    0.7855659735842344
2     1.1907542397747883     0.9817513248777887     0.00076627921368594970     0.5717298264928637    0.6308299068856185
3     1.5992217641193893     0.6563197970471970     0.00069266719203749960     0.5092111101059220     0.5667686368174569
4     2.4171381644499590     0.6313710549373424     0.00097921094295755000     0.5726217601343860    0.5785525884646299

