#m    alpha    beta    gamma    den_form   den_max
0     1.0000000000000000     1.00000000000000000    0.00052870107576795780     0.5513510942412920     0.4762886937636043
1     1.0999999999999892     0.9386468436506231    0.00117835335657234100     0.5344279155467970     0.6010792374434668
2     1.1099999999999985     0.85146576130181830    0.00102511604114447210     0.6033678601764213     0.5591542042606210
3     1.1113696482678923     0.81640287272972280    0.00066031219274489820     0.5355264005044342     0.5850099234914635
4     1.1856020236642397     0.80983138908598280    0.00059029689676110690     0.5118400353638722     0.5566811373229142
