#m    alpha    beta    gamma    den_form   den_max
0     1.0000000000000000     1.00000000000000000    0.00014781837411634215     0.5513143247366514     0.4251991053451453
1     1.0650254006400217     0.97242892606565010    0.00020049118119270600     0.5524420686824564     0.5670533093047513
2     1.5917449464707951     0.96414800374109810    0.00029869539829129320     0.6162589711700309     0.5927371130327006
3     1.7334241409343472     0.75149171020474660    0.00031374819511818976     0.5587527596666618     0.5515740295684598
4     2.0785527983440035     0.32470723583355480    0.00075222910889152450     0.3901639247352866     0.5504992110601142
