#m    alpha    beta    gamma    den_form   den_max
0     1.0000000000000000     1.0000000000000000     0.00031451326071468914     0.5513252526783032    0.37305472314400795
1     1.0668474774567360     0.9447476967579417     0.00073691074787130290     0.5447644429706860    0.5208329808203582
2     1.1907542397747883     0.9817513248777887     0.00076627921368594970     0.5717298264928637    0.63082990688561850
3     1.1929857057502966     0.8900000000000001     0.00051967506685309310     0.5446924417246259    0.60279628823377280
4     1.4296442482920590     0.8812976153924348     0.00048740002089841584     0.4963237456658214    0.56407329965282290

