#m    alpha    beta    gamma    den_form   den_max
0    1.0000000000000000    1.0000000000000000    0.00015178029667030186    0.5513793098073754    0.5258994066022256
1    1.1386209173471564    0.9729953941235547    0.00019054532342821308    0.5623641576472812    0.5548463063815294
2    1.0953439417820620    0.9666542244477646    0.00019876553192657467    0.5548287730946675    0.5571005899843934
3    1.1000386779994042    0.9461570454847101    0.00015751876469692502    0.5495306182572439    0.5544780810881554
4    1.4683611969630257    0.7711335047282973    0.00017899498969002455    0.5396595766022664    0.5513192700924777
