0.000000e+00 4.521144e+00
5.000000e-02 4.579929e+00
1.000000e-01 4.519194e+00
1.500000e-01 4.330271e+00
2.000000e-01 4.112590e+00
2.500000e-01 4.001502e+00
3.000000e-01 3.987921e+00
3.500000e-01 3.974288e+00
4.000000e-01 4.014041e+00
4.500000e-01 4.047165e+00
5.000000e-01 3.973209e+00
5.500000e-01 3.921706e+00
6.000000e-01 3.880300e+00
6.500000e-01 3.883480e+00
7.000000e-01 4.018715e+00
7.500000e-01 3.649288e+00
8.000000e-01 3.373898e+00
8.500000e-01 3.173900e+00
9.000000e-01 3.099637e+00
9.500000e-01 3.365120e+00
1.000000e+00 3.884655e+00
1.050000e+00 3.457171e+00
1.100000e+00 3.065051e+00
1.150000e+00 2.874456e+00
1.200000e+00 3.268405e+00
1.250000e+00 3.342220e+00
1.300000e+00 2.986492e+00
1.350000e+00 3.248491e+00
1.400000e+00 3.195102e+00
1.450000e+00 3.310109e+00
1.500000e+00 2.826074e+00
1.550000e+00 2.762503e+00
1.600000e+00 3.158836e+00
1.650000e+00 2.659325e+00
1.700000e+00 2.272946e+00
1.750000e+00 2.827921e+00
1.800000e+00 2.796114e+00
1.850000e+00 2.658266e+00
1.900000e+00 2.523507e+00
1.950000e+00 2.520471e+00
2.000000e+00 1.955395e+00
2.050000e+00 2.044082e+00
2.100000e+00 2.161880e+00
2.150000e+00 2.485918e+00
2.200000e+00 2.420018e+00
2.250000e+00 1.857146e+00
2.300000e+00 2.211970e+00
2.350000e+00 2.808630e+00
2.400000e+00 1.625742e+00
2.450000e+00 1.662293e+00
2.500000e+00 2.178800e+00
2.550000e+00 1.797987e+00
2.600000e+00 1.791867e+00
2.650000e+00 1.852925e+00
2.700000e+00 1.904031e+00
2.750000e+00 1.661838e+00
2.800000e+00 1.550326e+00
2.850000e+00 2.206828e+00
2.900000e+00 1.743764e+00
2.950000e+00 1.665578e+00
3.000000e+00 1.786069e+00
3.050000e+00 1.545320e+00
3.100000e+00 1.027203e+00
3.150000e+00 1.298630e+00
3.200000e+00 1.675835e+00
3.250000e+00 1.106454e+00
3.300000e+00 1.203331e+00
3.350000e+00 1.333092e+00
3.400000e+00 8.135718e-01
3.450000e+00 1.332314e+00
3.500000e+00 1.110082e+00
3.550000e+00 1.183271e+00
3.600000e+00 5.417436e-01
3.650000e+00 7.704377e-01
3.700000e+00 9.441908e-01
3.750000e+00 1.203456e+00
3.800000e+00 9.377623e-01
3.850000e+00 1.244633e+00
3.900000e+00 1.332133e+00
3.950000e+00 1.303497e+00
4.000000e+00 1.136715e+00
4.050000e+00 1.046978e+00
4.100000e+00 1.646809e+00
4.150000e+00 1.328045e+00
4.200000e+00 7.593016e-01
4.250000e+00 8.765890e-01
4.300000e+00 3.386139e-01
4.350000e+00 8.878889e-01
4.400000e+00 1.972568e-01
4.450000e+00 4.811559e-01
4.500000e+00 9.460596e-01
4.550000e+00 5.227553e-01
4.600000e+00 6.224179e-01
4.650000e+00 7.866848e-01
4.700000e+00 1.940583e-01
4.750000e+00 3.260012e-01
4.800000e+00 2.557459e-01
4.850000e+00 6.705066e-01
4.900000e+00 5.918666e-01
4.950000e+00 1.018111e+00
